ID;site_abbreviation;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
1031;STL;indéterminé;tôle;indéterminé;0;alliage cuivreux;dépôt primaire de mobilier;dans le bustum;crémation primaire indéterminée;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T253;;max. 29;
1032;STL;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T275;;act. 13;
1033;STL;parure, vêtement;clou de chaussure;clou de chaussure;4;fer;dépôt primaire de mobilier;dans le résidu de crémation;crémation secondaire en fosse;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T293;;;
1034;STL;indéterminé;tige;indéterminé;0;alliage cuivreux;dépôt primaire de mobilier;intérieur de l'urne;crémation secondaire mixte;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T294;;act. 26;
1035;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire mixte;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T8;;;
1036;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;;crémation secondaire mixte;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T8;;;15
1037;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;;crémation secondaire mixte;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T8;;;30
1038;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;;crémation secondaire mixte;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T8;;;40
1039;STL;travail du textile;aiguille;travail du textile;1;os;modalité de dépôt inconnue;;crémation secondaire mixte;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T8;;14;
1040;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T11A;;70;
1041;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T11B;;;
1042;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T11B;;97;19
1043;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T11B;;;
1044;STL;indéterminé;plaque;indéterminé;0;os;modalité de dépôt inconnue;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T11B;;;
1045;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;sur urne;crémation secondaire à urne;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T15;;;
1046;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T15;;;150
1047;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T16;;;
1048;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire mixte;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T17;;;
1049;STL;boisson;gobelet;récipient à boire;1;verre;modalité de dépôt inconnue;intérieur bustum;tombe-bûcher;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T20;;;61
1050;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur bustum;tombe-bûcher;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T20;;117;23
1051;STL;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;intérieur bustum;tombe-bûcher;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T20;;;10
1052;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur bustum;tombe-bûcher;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T20;;;
1053;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;41;68;Gaule Narbonnaise;T22;;96;23
1054;STL;boisson;coupe;récipient à boire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;41;68;Gaule Narbonnaise;T26;"Rütti 1991, type AR 2.1/2.2 ; Isings 1957, type 3b";;48
1055;STL;travail du textile;aiguille;travail du textile;1;os;mobilier déposé dans une inhumation;intérieur fosse;inhumation de type indéterminé;indéterminé;;adulte;96;200;Gaule Narbonnaise;T27B;;;80
1056;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;47
1057;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;80
1058;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;45
1059;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;62
1060;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;23
1061;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;25
1062;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;90
1063;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;102,5
1064;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;48
1065;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;74
1066;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;27
1067;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;45
1068;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;85
1069;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;40
1070;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;91
1071;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;132
1072;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;59
1073;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;"Rütti 1991, type AR 132 ; Isings 1957, type 26a";;58
1074;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;77
1075;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;"Rütti 1991, type AR 132 ; Isings 1957, type 26a";;13
1076;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;
1077;STL;indéterminé;plaque;indéterminé;0;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;
1078;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;74,5
1079;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;40
1080;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;5
1081;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;12
1082;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T49;;;10
1083;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T72B;;;
1084;STL;indéterminé;tige;indéterminé;0;os;modalité de dépôt inconnue;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T72B;;;
1085;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T72B;;;
1086;STL;indéterminé;tige;indéterminé;0;os;modalité de dépôt inconnue;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T72B;;;
1087;STL;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;37;Gaule Narbonnaise;T75;;;
1088;STL;jeu, comptage;jeton;élément de jeu;1;os;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;37;Gaule Narbonnaise;T75;;;
1089;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T76;;;85
1090;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;85
1091;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;116
1092;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;61
1093;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;81
1094;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;65
1095;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;91
1096;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;92
1097;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;100
1098;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;55
1099;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T77;;;93
1100;STL;boisson;gobelet;récipient à boire;1;verre;mobilier déposé dans une inhumation;intérieur fosse;inhumation de type indéterminé;indéterminé;;adulte;96;200;Gaule Narbonnaise;T78;;;55
1101;STL;toilette, hygiène;pyxide;petite boite ou pyxide;1;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;70;Gaule Narbonnaise;T80;;;
1102;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;intérieur fosse;inhumation de type indéterminé;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T81;"Rütti 1991, type AR 139 ; Isings 1957, type 83";;57
1103;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;intérieur urne;inhumation de type indéterminé;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T81;"Rütti 1991, type AR 128.1 ; Isings 1957, type 8";;78
1104;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;intérieur urne;inhumation de type indéterminé;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T81;"Rütti 1991, type AR 128.1 ; Isings 1957, type 8";;77
1105;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;intérieur urne;inhumation de type indéterminé;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T81;"Rütti 1991, type AR 128.1 ; Isings 1957, type 8";;72
1106;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T82;;;
1107;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;260
1108;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;115
1109;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;111,5
1110;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;
1111;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;
1112;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;
1113;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;sous urne;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;110
1114;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;sous urne;crémation secondaire mixte;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T87;;;110
1115;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T88;;;
1116;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur urne;crémation secondaire mixte;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T88;;;
1117;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;-50;400;Gaule Narbonnaise;T88;;;
1118;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;155
1119;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;
1120;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;
1121;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;62
1122;STL;ameublement;élément de lit funéraire;élément de lit funéraire;1;os;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;25
1123;STL;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur ustrinum;aire de crémation;indéterminé;;adulte;-27;14;Gaule Narbonnaise;T92;;;135
1124;STL;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T94B;;;
1125;STL;indéterminé;scorie;indéterminé;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire mixte;indéterminé;;adulte;14;68;Gaule Narbonnaise;T94B;;;
1126;STL;ameublement;élément de placage;ameublement;1;os;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T95;;;
1127;STL;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;adulte;-27;96;Gaule Narbonnaise;T95;"Rütti 1991, type AR 132 ; Isings 1957, type 26a";;
